Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Country_from,Country_to,Year
Eidur Gudjohnsen,Centre-Forward,21,Bolton, England,Chelsea,Premier League,2000-2001,,7500000,England,England,2000
Fernando Torres,Centre-Forward,26,Liverpool,Premier League,Chelsea,Premier League,2010-2011,50000000.0,58500000,England,England,2010
Yossi Benayoun,Right Winger,30,Liverpool,Premier League,Chelsea,Premier League,2010-2011,10500000.0,7000000,England,England,2010
Raúl Meireles,Central Midfield,28,Liverpool,Premier League,Chelsea,Premier League,2011-2012,16000000.0,13500000,England,England,2011
Marco van Ginkel,Central Midfield,20,Vitesse,Eredivisie,Chelsea,Premier League,2013-2014,8000000.0,9400000,Nederlands,England,2013
Demba Ba,Centre-Forward,27,Newcastle,Premier League,Chelsea,Premier League,2012-2013,15000000.0,8500000,England,England,2012
Andriy Shevchenko,Centre-Forward,29,AC Milan,Serie A,Chelsea,Premier League,2006-2007,51000000.0,43300000,Italy,England,2006
Khalid Boulahrouz,Centre-Back,24,Hamburger SV,1.Bundesliga,Chelsea,Premier League,2006-2007,13000000.0,13200000,Germany,England,2006
Branislav Ivanovic,Centre-Back,23,Loko Moscow,Premier Liga,Chelsea,Premier League,2007-2008,12000000.0,12000000,Russia,England,2007
Juan Sebastián Verón,Central Midfield,28,Man Utd,Premier League,Chelsea,Premier League,2003-2004,,21500000,England,England,2003
Antonio Rüdiger,Centre-Back,24,AS Roma,Serie A,Chelsea,Premier League,2017-2018,25000000.0,35000000,Italy,England,2017
Emerson,Left-Back,23,AS Roma,Serie A,Chelsea,Premier League,2017-2018,14000000.0,20000000,Italy,England,2017
Arjen Robben,Right Winger,20,PSV Eindhoven,Eredivisie,Chelsea,Premier League,2004-2005,,18000000,Nederlands,England,2004
Mateja Kezman,Centre-Forward,25,PSV Eindhoven,Eredivisie,Chelsea,Premier League,2004-2005,,7500000,Nederlands,England,2004
Michael Essien,Defensive Midfield,22,Olympique Lyon,Ligue 1,Chelsea,Premier League,2005-2006,45000000.0,38000000,France,England,2005
Florent Malouda,Central Midfield,27,Olympique Lyon,Ligue 1,Chelsea,Premier League,2007-2008,21000000.0,19000000,France,England,2007
David Luiz,Centre-Back,29,Paris SG,Ligue 1,Chelsea,Premier League,2016-2017,28000000.0,35000000,France,England,2016
Wayne Bridge,Left-Back,22,Southampton,Premier League,Chelsea,Premier League,2003-2004,,10500000,England,England,2003
Romelu Lukaku,Centre-Forward,18,RSC Anderlecht,Jupiler Pro League,Chelsea,Premier League,2011-2012,15000000.0,15000000,Belgium,England,2011
Marko Marin,Left Winger,23,Werder Bremen,1.Bundesliga,Chelsea,Premier League,2012-2013,13000000.0,8000000,Germany,England,2012
Damien Duff,Right Midfield,24,Blackburn,Premier League,Chelsea,Premier League,2003-2004,,24500000,England,England,2003
Diego Costa,Centre-Forward,25,Atlético Madrid,LaLiga,Chelsea,Premier League,2014-2015,35000000.0,38000000,Spain,England,2014
Filipe Luís,Left-Back,28,Atlético Madrid,LaLiga,Chelsea,Premier League,2014-2015,15000000.0,20000000,Spain,England,2014
Eden Hazard,Left Winger,21,LOSC Lille,Ligue 1,Chelsea,Premier League,2012-2013,33000000.0,35000000,France,England,2012
Nicolas Anelka,Centre-Forward,28,Bolton,Premier League,Chelsea,Premier League,2007-2008,20000000.0,18000000,England,England,2007
Gary Cahill,Centre-Back,26,Bolton,Premier League,Chelsea,Premier League,2011-2012,13000000.0,8400000,England,England,2011
Scott Parker,Central Midfield,23,Charlton,Premier League,Chelsea,Premier League,2003-2004,,14000000,England,England,2003
Joe Cole,Attacking Midfield,21,West Ham,First Division,Chelsea,Premier League,2003-2004,,9900000,England,England,2003
Glen Johnson,Right-Back,18,West Ham,First Division,Chelsea,Premier League,2003-2004,,8300000,England,England,2003
Thibaut Courtois,Goalkeeper,19,KRC Genk,Jupiler Pro League,Chelsea,Premier League,2011-2012,4000000.0,8950000,Belgium,England,2011
Kevin De Bruyne,Attacking Midfield,20,KRC Genk,Jupiler Pro League,Chelsea,Premier League,2011-2012,9000000.0,8000000,Belgium,England,2011
Mohamed Salah,Right Winger,21,FC Basel,Super League,Chelsea,Premier League,2013-2014,8500000.0,16500000,Switzerland,England,2013
Shaun Wright-Phillips,Right Winger,23,Man City,Premier League,Chelsea,Premier League,2005-2006,9500000.0,31500000,England,England,2005
Daniel Sturridge,Centre-Forward,19,Man City,Premier League,Chelsea,Premier League,2009-2010,3000000.0,7250000,England,England,2009
Jiri Jarosik,Centre-Back,27,CSKA Moscow,Premier Liga,Chelsea,Premier League,2004-2005,5000000.0,12000000,Russia,England,2004
Yuri Zhirkov,Left Midfield,25,CSKA Moscow,Premier Liga,Chelsea,Premier League,2009-2010,20000000.0,21000000,Russia,England,2009
Alex,Centre-Back,22,Santos FC, Brazil,Chelsea,Premier League,2004-2005,,11500000,Brazil,England,2004
Asier del Horno,Left-Back,24,Athletic Bilbao,LaLiga,Chelsea,Premier League,2005-2006,12000000.0,12000000,Spain,England,2005
Slobodan Rajkovic,Centre-Back,16,OFK Beograd,SuperLiga,Chelsea,Premier League,2005-2006,,5200000,Serbia,England,2005
Victor Moses,Right Midfield,21,Wigan,Premier League,Chelsea,Premier League,2012-2013,6500000.0,11500000,England,England,2012
Lassana Diarra,Defensive Midfield,20,AC Le Havre,Ligue 2,Chelsea,Premier League,2005-2006,,4500000,France,England,2005
Wallace Oliveira,Right-Back,18,Fluminense,Série A,Chelsea,Premier League,2012-2013,2000000.0,5400000,Brazil,England,2012
Kenedy,Left Midfield,19,Fluminense,Série A,Chelsea,Premier League,2015-2016,6000000.0,8000000,Brazil,England,2015
John Mikel Obi,Defensive Midfield,19,FK Lyn,Eliteserien,Chelsea,Premier League,2006-2007,,20000000,Poland,England,2006
Kurt Zouma,Centre-Back,19,Saint-Étienne,Ligue 1,Chelsea,Premier League,2013-2014,7500000.0,14600000,France,England,2013
Oscar,Attacking Midfield,20,Internacional,Série A,Chelsea,Premier League,2012-2013,20000000.0,32000000,Brazil,England,2012
Franco Di Santo,Centre-Forward,18,Audax Italiano, Chile,Chelsea,Premier League,2007-2008,,4500000,Chile,England,2007
Davide Zappacosta,Right-Back,25,Torino,Serie A,Chelsea,Premier League,2017-2018,8500000.0,25000000,Italy,England,2017
Jorginho,Defensive Midfield,26,SSC Napoli,Serie A,Chelsea,Premier League,2018-2019,50000000.0,57000000,Italy,England,2018
Asmir Begovic,Goalkeeper,28,Stoke City,Premier League,Chelsea,Premier League,2015-2016,12000000.0,11000000,England,England,2015
Tomas Kalas,Centre-Back,17,Sigma Olomouc,HET Liga,Chelsea,Premier League,2010-2011,,6000000,Czech Republic,England,2010
Lucas Piazón,Left Winger,18,FC São Paulo B, Brazil,Chelsea,Premier League,2011-2012,7500000.0,7500000,Brazil,England,2011
Oriol Romeu,Defensive Midfield,19,FC Barcelona B,LaLiga2,Chelsea,Premier League,2011-2012,2500000.0,4600000,Spain,England,2011
Willian,Right Winger,25,Anzhi,Premier Liga,Chelsea,Premier League,2013-2014,30000000.0,35500000,Russia,England,2013
Loïc Rémy,Centre-Forward,27,QPR,Premier League,Chelsea,Premier League,2014-2015,12000000.0,13200000,England,England,2014
Abdul Rahman Baba,Left-Back,21,FC Augsburg,1.Bundesliga,Chelsea,Premier League,2015-2016,10000000.0,20000000,Germany,England,2015
Richard Dutruel,Goalkeeper,29,FC Barcelona,LaLiga,Alavés,LaLiga,2002-2003,,2900000,Spain,Spain,2002
Adrian Ilie,Centre-Forward,28,Valencia CF,LaLiga,Alavés,LaLiga,2002-2003,,1500000,Spain,Spain,2002
Geovanni,Attacking Midfield,23,FC Barcelona,LaLiga,Benfica,Liga NOS,2003-2004,,15000000,Spain,Portugal,2003
Javier Balboa,Attacking Midfield,23,Real Madrid,LaLiga,Benfica,Liga NOS,2008-2009,2600000.0,4000000,Spain,Portugal,2008
Javi García,Defensive Midfield,22,Real Madrid,LaLiga,Benfica,Liga NOS,2009-2010,4000000.0,7000000,Spain,Portugal,2009
Javier Saviola,Second Striker,27,Real Madrid,LaLiga,Benfica,Liga NOS,2009-2010,5000000.0,5000000,Spain,Portugal,2009
Ezequiel Garay,Centre-Back,24,Real Madrid,LaLiga,Benfica,Liga NOS,2011-2012,10000000.0,5500000,Spain,Portugal,2011
Nemanja Matic,Defensive Midfield,22,Chelsea,Premier League,Benfica,Liga NOS,2011-2012,3000000.0,5000000,England,Portugal,2011
Azar Karadas,Centre-Back,22,Rosenborg BK,Eliteserien,Benfica,Liga NOS,2004-2005,,1750000,Poland,Portugal,2004
Ljubomir Fejsa,Defensive Midfield,25,Olympiacos,Super League,Benfica,Liga NOS,2013-2014,2500000.0,4500000,Greece,Portugal,2013
Andreas Samaris,Defensive Midfield,25,Olympiacos,Super League,Benfica,Liga NOS,2014-2015,2500000.0,10000000,Greece,Portugal,2014
Roger,Attacking Midfield,21,Fluminense, Brazil,Benfica,Liga NOS,2000-2001,,7500000,Brazil,Portugal,2000
Pierre van Hooijdonk,Centre-Forward,30,Vitesse,Eredivisie,Benfica,Liga NOS,2000-2001,,6800000,Nederlands,Portugal,2000
Bryan Cristante,Central Midfield,19,AC Milan,Serie A,Benfica,Liga NOS,2014-2015,3000000.0,5200000,Italy,Portugal,2014
Fernando Meira,Centre-Back,22,Vit. Guimarães,Liga NOS,Benfica,Liga NOS,2000-2001,,4000000,Portugal,Portugal,2000
Axel Witsel,Central Midfield,22,Standard Liège,Jupiler Pro League,Benfica,Liga NOS,2011-2012,10000000.0,9000000,Belgium,Portugal,2011
Ola John,Left Winger,20,FC Twente,Eredivisie,Benfica,Liga NOS,2012-2013,2500000.0,12000000,Nederlands,Portugal,2012
Maxi Pereira,Right-Back,23,Defensor, Uruguay,Benfica,Liga NOS,2007-2008,,5700000,Uruguay,Portugal,2007
Pablo Aimar,Attacking Midfield,28,Real Zaragoza,LaLiga2,Benfica,Liga NOS,2008-2009,8000000.0,7500000,Spain,Portugal,2008
Roberto,Goalkeeper,27,Real Zaragoza,LaLiga2,Benfica,Liga NOS,2013-2014,4000000.0,8600000,Spain,Portugal,2013
Roberto,Goalkeeper,24,Atlético Madrid,LaLiga,Benfica,Liga NOS,2010-2011,2000000.0,8500000,Spain,Portugal,2010
Eduardo Salvio,Right Winger,22,Atlético Madrid,LaLiga,Benfica,Liga NOS,2012-2013,10000000.0,11000000,Spain,Portugal,2012
Pizzi,Central Midfield,23,Atlético Madrid,LaLiga,Benfica,Liga NOS,2013-2014,6000000.0,14000000,Spain,Portugal,2013
Raúl Jiménez,Centre-Forward,24,Atlético Madrid,LaLiga,Benfica,Liga NOS,2015-2016,5000000.0,22000000,Spain,Portugal,2015
Filip Djuricic,Attacking Midfield,21,Heerenveen,Eredivisie,Benfica,Liga NOS,2013-2014,7000000.0,8000000,Nederlands,Portugal,2013
Lima,Centre-Forward,29,Braga,Liga NOS,Benfica,Liga NOS,2012-2013,8000000.0,4000000,Portugal,Portugal,2012
Rafa Silva,Right Winger,23,Braga,Liga NOS,Benfica,Liga NOS,2016-2017,15000000.0,16000000,Portugal,Portugal,2016
Ramires,Central Midfield,22,Cruzeiro,Série A,Benfica,Liga NOS,2009-2010,8000000.0,7500000,Brazil,Portugal,2009
Bruno César,Left Midfield,22,Corinthians,Série A,Benfica,Liga NOS,2011-2012,6000000.0,5500000,Brazil,Portugal,2011
Lazar Markovic,Right Winger,19,Partizan,SuperLiga,Benfica,Liga NOS,2013-2014,7000000.0,10000000,Serbia,Portugal,2013
Nico Gaitán,Left Winger,22,Boca Juniors,Torneo Final,Benfica,Liga NOS,2010-2011,5000000.0,8400000,Argentina,Portugal,2010
Sidnei,Centre-Back,18,Internacional,Série A,Benfica,Liga NOS,2008-2009,1500000.0,7000000,Brazil,Portugal,2008
Ángel Di María,Right Winger,19,CA Rosario,Torneo Final,Benfica,Liga NOS,2007-2008,,8000000,Argentina,Portugal,2007
Konstantinos Katsouranis,Defensive Midfield,27,AEK Athens,Super League,Benfica,Liga NOS,2006-2007,7000000.0,3500000,Greece,Portugal,2006
Francisco Fonseca,Centre-Forward,26,CD Cruz Azul,Liga MX Clausura,Benfica,Liga NOS,2006-2007,2500000.0,3500000,Mexico,Portugal,2006
Óscar Cardozo,Centre-Forward,24,Newell's,Torneo Final,Benfica,Liga NOS,2007-2008,9000000.0,11670000,Argentina,Portugal,2007
Jardel,Centre-Back,24,Desp. Brasil, Brazil,Benfica,Liga NOS,2010-2011,200000.0,4480000,Brazil,Portugal,2010
Éder Luís,Right Winger,24,Atlético-MG,Série A,Benfica,Liga NOS,2009-2010,2000000.0,4000000,Brazil,Portugal,2009
Rodrigo,Centre-Forward,19,RM Castilla,2ª B - Grupo I,Benfica,Liga NOS,2010-2011,,6000000,Spain,Portugal,2010
Franco Jara,Centre-Forward,21,Arsenal FC,Torneo Final,Benfica,Liga NOS,2010-2011,2200000.0,5500000,Argentina,Portugal,2010
Lisandro López,Centre-Back,23,Arsenal FC,Torneo Final,Benfica,Liga NOS,2013-2014,7000000.0,4000000,Argentina,Portugal,2013
Konstantinos Mitroglou,Centre-Forward,28,Fulham,Championship,Benfica,Liga NOS,2016-2017,9500000.0,7000000,England,Portugal,2016
Talisca,Attacking Midfield,20,EC Bahia,Série A,Benfica,Liga NOS,2014-2015,400000.0,4750000,Brazil,Portugal,2014
Nicolás Castillo,Centre-Forward,25,UNAM Pumas,Liga MX Apertura,Benfica,Liga NOS,2018-2019,4000000.0,6850000,Mexico,Portugal,2018
Juan Riquelme,Attacking Midfield,25,FC Barcelona,LaLiga,Villarreal CF,LaLiga,2003-2004,,10000000,Spain,Spain,2003
Pascal Cygan,Centre-Back,32,Arsenal,Premier League,Villarreal CF,LaLiga,2006-2007,1400000.0,3000000,England,Spain,2006
Diego López,Goalkeeper,25,Real Madrid,LaLiga,Villarreal CF,LaLiga,2007-2008,2750000.0,7000000,Spain,Spain,2007
Denis Cheryshev,Left Winger,25,Real Madrid,LaLiga,Villarreal CF,LaLiga,2016-2017,10000000.0,7000000,Spain,Spain,2016
Cani,Attacking Midfield,24,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,2006-2007,11000000.0,11000000,Spain,Spain,2006
Ikechukwu Uche,Centre-Forward,27,Real Zaragoza,LaLiga,Villarreal CF,LaLiga,2011-2012,5000000.0,5000000,Spain,Spain,2011
Martín Palermo,Centre-Forward,27,Boca Juniors, Argentina,Villarreal CF,LaLiga,2000-2001,,7600000,Argentina,Spain,2000
Rodolfo Arruabarrena,Left-Back,24,Boca Juniors, Argentina,Villarreal CF,LaLiga,2000-2001,,4200000,Argentina,Spain,2000
Sebastián Battaglia,Defensive Midfield,23,Boca Juniors, Argentina,Villarreal CF,LaLiga,2003-2004,,2800000,Argentina,Spain,2003
Jonathan de Guzmán,Central Midfield,23,RCD Mallorca,LaLiga,Villarreal CF,LaLiga,2011-2012,5000000.0,8000000,Spain,Spain,2011
Rio Mavuba,Defensive Midfield,23,G. Bordeaux,Ligue 1,Villarreal CF,LaLiga,2007-2008,7500000.0,8000000,France,Spain,2007
Ramiro Funes Mori,Centre-Back,27,Everton,Premier League,Villarreal CF,LaLiga,2018-2019,10000000.0,9000000,England,Spain,2018
Samu García,Right Winger,24,Málaga CF,LaLiga,Villarreal CF,LaLiga,2015-2016,7500000.0,8000000,Spain,Spain,2015
Samu Castillejo,Right Winger,20,Málaga CF,LaLiga,Villarreal CF,LaLiga,2015-2016,7500000.0,8000000,Spain,Spain,2015
Pablo Fornals,Attacking Midfield,21,Málaga CF,LaLiga,Villarreal CF,LaLiga,2017-2018,10000000.0,12000000,Spain,Spain,2017
Rúben Semedo,Centre-Back,23,Sporting CP,Liga NOS,Villarreal CF,LaLiga,2017-2018,9000000.0,14000000,Portugal,Spain,2017
Iván Marcano,Centre-Back,22,Racing,LaLiga,Villarreal CF,LaLiga,2009-2010,3000000.0,6000000,Spain,Spain,2009
Luciano Figueroa,Centre-Forward,23,CD Cruz Azul, Mexico,Villarreal CF,LaLiga,2004-2005,3250000.0,6200000,Mexico,Spain,2004
Joseba Llorente,Centre-Forward,28,Real Valladolid,LaLiga,Villarreal CF,LaLiga,2008-2009,6000000.0,5500000,Spain,Spain,2008
Jan Kromkamp,Right-Back,24,AZ Alkmaar,Eredivisie,Villarreal CF,LaLiga,2005-2006,8000000.0,6000000,Nederlands,Spain,2005
José Mari,Centre-Forward,24,AC Milan,Serie A,Villarreal CF,LaLiga,2003-2004,,9000000,Italy,Spain,2003
Diego Forlán,Second Striker,25,Man Utd,Premier League,Villarreal CF,LaLiga,2004-2005,,3200000,England,Spain,2004
Giuseppe Rossi,Centre-Forward,20,Man Utd,Premier League,Villarreal CF,LaLiga,2007-2008,6500000.0,10000000,England,Spain,2007
Roberto Soldado,Centre-Forward,30,Spurs,Premier League,Villarreal CF,LaLiga,2015-2016,10000000.0,16000000,England,Spain,2015
Cristián Zapata,Centre-Back,24,Udinese Calcio,Serie A,Villarreal CF,LaLiga,2011-2012,9000000.0,9000000,Italy,Spain,2011
Juan Pablo Sorín,Left-Back,28,Cruzeiro, Brazil,Villarreal CF,LaLiga,2004-2005,4000000.0,1500000,Brazil,Spain,2004
Eric Bailly,Centre-Back,20,Espanyol,LaLiga,Villarreal CF,LaLiga,2014-2015,1000000.0,5700000,Spain,Spain,2014
Gerard Moreno,Centre-Forward,26,Espanyol,LaLiga,Villarreal CF,LaLiga,2018-2019,20000000.0,20000000,Spain,Spain,2018
Antonio Guayre,Right Winger,21,UD Las Palmas,LaLiga,Villarreal CF,LaLiga,2001-2002,,6000000,Spain,Spain,2001
Matías Fernández,Attacking Midfield,20,Colo Colo, Chile,Villarreal CF,LaLiga,2006-2007,11000000.0,8700000,Chile,Spain,2006
Sergio Asenjo,Goalkeeper,25,Atlético Madrid,LaLiga,Villarreal CF,LaLiga,2014-2015,5000000.0,5000000,Spain,Spain,2014
Cédric Bakambu,Centre-Forward,24,Bursaspor,Süper Lig,Villarreal CF,LaLiga,2015-2016,5500000.0,7500000,Turkey,Spain,2015
Alfred N'Diaye,Defensive Midfield,26,Real Betis,LaLiga,Villarreal CF,LaLiga,2016-2017,3500000.0,8000000,Spain,Spain,2016
Jozy Altidore,Centre-Forward,18,NY Red Bulls,MLS,Villarreal CF,LaLiga,2008-2009,1750000.0,6500000,United States,Spain,2008
Enes Ünal,Centre-Forward,20,Man City,Premier League,Villarreal CF,LaLiga,2017-2018,10000000.0,14000000,England,Spain,2017
Ángel López,Right-Back,26,Celta de Vigo,LaLiga2,Villarreal CF,LaLiga,2007-2008,1500000.0,6000000,Spain,Spain,2007
Marco Ruben,Centre-Forward,21,River Plate,Torneo Final,Villarreal CF,LaLiga,2007-2008,3000000.0,4800000,Argentina,Spain,2007
Borja Valero,Central Midfield,26,West Brom,Premier League,Villarreal CF,LaLiga,2011-2012,12000000.0,6000000,England,Spain,2011
Leandro Somoza,Defensive Midfield,25,Vélez Sarsfield,Torneo Final,Villarreal CF,LaLiga,2006-2007,,4000000,Argentina,Spain,2006
Damián Escudero,Attacking Midfield,21,Vélez Sarsfield,Torneo Final,Villarreal CF,LaLiga,2008-2009,4450000.0,8000000,Argentina,Spain,2008
Nilmar,Centre-Forward,25,Internacional,Série A,Villarreal CF,LaLiga,2009-2010,11000000.0,16500000,Brazil,Spain,2009
Roberto Soriano,Left Winger,25,Sampdoria,Serie A,Villarreal CF,LaLiga,2016-2017,14000000.0,13750000,Italy,Spain,2016
Giovani dos Santos,Second Striker,24,RCD Mallorca,LaLiga2,Villarreal CF,LaLiga,2013-2014,6500000.0,6000000,Spain,Spain,2013
Tomás Pina,Central Midfield,25,RCD Mallorca,LaLiga2,Villarreal CF,LaLiga,2013-2014,4000000.0,5000000,Spain,Spain,2013
Nicola Sansone,Left Winger,24,Sassuolo,Serie A,Villarreal CF,LaLiga,2016-2017,12000000.0,13000000,Italy,Spain,2016
Luciano Vietto,Centre-Forward,20,Racing Club,Torneo Inicial,Villarreal CF,LaLiga,2014-2015,8500000.0,5500000,Argentina,Spain,2014
Roger Martínez,Centre-Forward,24,JS Suning,Super League,Villarreal CF,LaLiga,2018-2019,2500000.0,14900000,China,Spain,2018
Cristian Espinoza,Right Winger,21,Huracán,Primera División,Villarreal CF,LaLiga,2016-2017,5000000.0,7200000,Argentina,Spain,2016
Santiago Cáseres,Defensive Midfield,21,Vélez Sarsfield,Primera División,Villarreal CF,LaLiga,2018-2019,6000000.0,10000000,Argentina,Spain,2018
Karl Toko Ekambi,Centre-Forward,25,SCO Angers,Ligue 1,Villarreal CF,LaLiga,2018-2019,18000000.0,18000000,France,Spain,2018
Luis García,Right Winger,26,FC Barcelona,LaLiga,Liverpool,Premier League,2004-2005,,8750000,Spain,England,2004
Alex Oxlade-Chamberlain,Right Midfield,24,Arsenal,Premier League,Liverpool,Premier League,2017-2018,22000000.0,38000000,England,England,2017
Fernando Morientes,Centre-Forward,28,Real Madrid,LaLiga,Liverpool,Premier League,2004-2005,15000000.0,9250000,Spain,England,2004
Yossi Benayoun,Right Winger,27,West Ham,Premier League,Liverpool,Premier League,2007-2008,4500000.0,7300000,England,England,2007
Javier Mascherano,Defensive Midfield,24,West Ham,Premier League,Liverpool,Premier League,2008-2009,22500000.0,22500000,England,England,2008
Álvaro Arbeloa,Right-Back,24,Dep. La Coruña,LaLiga,Liverpool,Premier League,2006-2007,1300000.0,3900000,Spain,England,2006
John Arne Riise,Left-Back,20,Monaco,Ligue 1,Liverpool,Premier League,2001-2002,,6100000,France,England,2001
Fabinho,Defensive Midfield,24,Monaco,Ligue 1,Liverpool,Premier League,2018-2019,45000000.0,45000000,France,England,2018
Mohamed Sissoko,Defensive Midfield,20,Valencia CF,LaLiga,Liverpool,Premier League,2005-2006,4000000.0,12000000,Spain,England,2005
Emre Can,Defensive Midfield,20,Bay. Leverkusen,1.Bundesliga,Liverpool,Premier League,2014-2015,7500000.0,12000000,Germany,England,2014
Daniel Sturridge,Centre-Forward,23,Chelsea,Premier League,Liverpool,Premier League,2012-2013,16000000.0,15000000,England,England,2012
Philippe Coutinho,Attacking Midfield,20,Inter,Serie A,Liverpool,Premier League,2012-2013,9000000.0,13000000,Italy,England,2012
Raúl Meireles,Central Midfield,27,FC Porto,Liga NOS,Liverpool,Premier League,2010-2011,11000000.0,13000000,Portugal,England,2010
Lazar Markovic,Right Winger,20,Benfica,Liga NOS,Liverpool,Premier League,2014-2015,10000000.0,25000000,Portugal,England,2014
Nick Barmby,Left Midfield,26,Everton,Premier League,Liverpool,Premier League,2000-2001,,9000000,England,England,2000
Josemi,Centre-Back,24,Málaga CF,LaLiga,Liverpool,Premier League,2004-2005,,3000000,Spain,England,2004
Iago Aspas,Right Winger,25,Celta de Vigo,LaLiga,Liverpool,Premier League,2013-2014,9000000.0,10800000,Spain,England,2013
Tiago Ilori,Centre-Back,20,Sporting CP,Liga NOS,Liverpool,Premier League,2013-2014,1500000.0,7500000,Portugal,England,2013
Stewart Downing,Left Midfield,26,Aston Villa,Premier League,Liverpool,Premier League,2011-2012,12000000.0,22800000,England,England,2011
Christian Benteke,Centre-Forward,24,Aston Villa,Premier League,Liverpool,Premier League,2015-2016,20000000.0,46500000,England,England,2015
Ryan Babel,Left Winger,20,AFC Ajax,Eredivisie,Liverpool,Premier League,2007-2008,8000000.0,17250000,Nederlands,England,2007
